MLO 2001 09 01 00 00 -999  -99.9  -9 -999.90   14.6   12.3   11.0  18   0
MLO 2001 09 01 04 53  144    7.7  -9 -999.90    9.3    9.1    8.8  17   0
MLO 2001 09 01 04 54  144    8.3  -9 -999.90    9.3    9.0    8.8  16   0
MLO 2001 09 01 04 55  144    8.3  -9 -999.90    9.3    9.0    8.8  16   0
MLO 2001 09 01 04 56  143    7.7  -9 -999.90    9.4    9.1    8.9  16   0
MLO 2001 09 01 04 57  143    7.7  -9 -999.90    9.4    9.1    8.9  16   0
MLO 2001 09 01 04 58  141    8.5  -9 -999.90    9.4    9.1    8.9  16   0
MLO 2001 09 01 04 59  143    7.9  -9 -999.90    9.2    9.0    8.9  17   0
MLO 2001 09 01 05 00  143    8.0  -9 -999.90    9.2    8.9    8.8  17   0
MLO 2001 09 01 05 01  144    8.3  -9 -999.90    9.2    9.0    8.8  17   0
MLO 2001 09 01 05 02  144    8.2  -9 -999.90    9.2    9.0    8.7  17   0
MLO 2001 09 01 05 03  140    8.1  -9 -999.90    9.2    8.9    8.6  17   0
MLO 2001 09 01 05 04  143    8.5  -9 -999.90    9.1    8.8    8.5  17   0
MLO 2001 09 01 05 05  142    8.5  -9 -999.90    9.0    8.8    8.5  18   0
MLO 2001 09 01 05 06  142    8.3  -9 -999.90    9.0    8.8    8.6  18   0
MLO 2001 09 01 05 07  142    8.3  -9 -999.90    9.0    8.7    8.5  18   0
